id,kat_1_1,kat_2_1,kat_3_1,kat_1_2,kat_2_2,kat_3_2,kat_1_3,kat_2_3,kat_3_3,kat_1_4,kat_2_4,kat_3_4,kat_1_5,kat_2_5,kat_3_5,kat_1_6,kat_2_6,kat_3_6,kat_1_7,kat_2_7,kat_3_7
AT1G52890,0.5926,0.6883,0.5717,0.6439,0.7014,0.309,0.5251,0.5507,0.5387,1.743,1.0918,2.1422,1.3191,1.5738,1.8354,1.5817,1.1927,1.0938,1.4184,1.4149,1.9574
AT5G41570,0.8555,1.0949,1.1074,0.9512,1.0761,1.3103,0.8377,0.7978,0.3919,0.3156,0.6707,0.2144,0.3454,0.1409,0.6691,0.398,0.2449,0.6899,0.0406,0.1077,0.1297
AT1G77380,6.7789,7.7154,5.6468,7.8824,6.1628,5.2136,6.9692,5.6372,6.3035,10.6093,7.7271,7.7658,15.4917,11.4118,17.9786,14.2313,16.1797,13.7968,17.3951,16.4033,16.9424
