Source,Target,BDeu,TSource,TTarget
AT1G25560,AT5G64310,-55.9842195901029,TEM1,AT5G64310
AT5G60850,AT5G64310,-55.9842195901029,AT5G60850,AT5G64310
AT3G10040,AT2G14115,-55.9842195901029,AT3G10040,AT2G14115
AT1G68840,AT2G14115,-55.9842195901029,AT1G68840,AT2G14115
AT3G10040,AT4G13150,-56.4950452138674,AT3G10040,AT4G13150
AT2G28550,AT4G13150,-56.4950452138674,RAP2.7,AT4G13150
AT3G10040,AT1G59940,-58.0211015173607,AT3G10040,AT1G59940
AT2G28550,AT1G59940,-58.0211015173607,RAP2.7,AT1G59940
AT3G15210,AT3G06770,-58.2868046830936,AT3G15210,AT3G06770
AT2G28550,AT3G06770,-58.2868046830936,RAP2.7,AT3G06770
AT2G28550,AT5G50290,-58.2868046830936,RAP2.7,AT5G50290
AT3G50330,AT5G50290,-58.2868046830936,AT3G50330,AT5G50290
AT2G28550,AT1G21130,-58.9799518636434,RAP2.7,AT1G21130
AT4G16750,AT1G21130,-58.9799518636434,AT4G16750,AT1G21130
AT2G28550,AT1G64380,-58.9799518636434,RAP2.7,AT1G64380
AT4G16750,AT1G64380,-58.9799518636434,AT4G16750,AT1G64380
AT2G28550,AT5G26220,-58.9799518636434,RAP2.7,AT5G26220
AT4G16750,AT5G26220,-58.9799518636434,AT4G16750,AT5G26220
AT1G25560,AT1G74055,-59.5395676515776,TEM1,AT1G74055
AT2G28550,AT1G74055,-59.5395676515776,RAP2.7,AT1G74055
AT1G25560,AT1G64940,-59.5395676515776,TEM1,AT1G64940
AT2G28550,AT1G64940,-59.5395676515776,RAP2.7,AT1G64940
AT3G10040,AT4G31730,-64.9343774483227,AT3G10040,AT4G31730
AT3G50330,AT1G74840,-65.0033703198096,AT3G50330,AT1G74840
AT1G25560,AT2G28370,-65.8562164755241,TEM1,AT2G28370
AT3G50330,AT2G28370,-65.8562164755241,AT3G50330,AT2G28370
AT5G23280,AT1G11700,-66.918783830794,AT5G23280,AT1G11700
AT1G68840,AT1G11700,-66.918783830794,AT1G68840,AT1G11700
AT3G50330,AT1G07128,-68.4373575242625,AT3G50330,AT1G07128
AT3G50330,AT1G26800,-68.4373575242625,AT3G50330,AT1G26800
AT3G50330,AT5G10695,-68.4373575242625,AT3G50330,AT5G10695
AT3G10040,AT2G33380,-70.0569210537324,AT3G10040,AT2G33380
AT3G50330,AT2G33380,-70.0569210537324,AT3G50330,AT2G33380
AT3G10040,AT2G34080,-71.6642015187478,AT3G10040,AT2G34080
AT3G10040,AT2G44080,-71.6642015187478,AT3G10040,AT2G44080
AT3G10040,AT5G66780,-71.6642015187478,AT3G10040,AT5G66780
AT3G50330,AT1G20070,-71.8046533542167,AT3G50330,AT1G20070
AT3G50330,AT1G71890,-71.8046533542167,AT3G50330,AT1G71890
AT3G50330,AT1G78990,-71.8046533542167,AT3G50330,AT1G78990
AT3G50330,AT2G48140,-71.8046533542167,AT3G50330,AT2G48140
AT3G50330,AT3G14880,-71.8046533542167,AT3G50330,AT3G14880
AT3G50330,AT3G58190,-71.8046533542167,AT3G50330,AT3G58190
AT3G50330,AT4G16230,-71.8046533542167,AT3G50330,AT4G16230
AT3G50330,AT4G18280,-71.8046533542167,AT3G50330,AT4G18280
AT3G50330,AT4G33666,-71.8046533542167,AT3G50330,AT4G33666
AT3G50330,AT5G09530,-71.8046533542167,AT3G50330,AT5G09530
AT3G50330,AT5G13580,-71.8046533542167,AT3G50330,ABCG6
AT3G50330,AT5G15630,-71.8046533542167,AT3G50330,AT5G15630
AT3G50330,AT5G15960,-71.8046533542167,AT3G50330,AT5G15960
AT3G50330,AT5G66260,-71.8046533542167,AT3G50330,AT5G66260
AT3G50330,AT1G01453,-71.8046533542168,AT3G50330,AT1G01453
AT3G50330,AT1G04310,-71.8046533542168,AT3G50330,ERS2
AT3G50330,AT1G21326,-71.8046533542168,AT3G50330,AT1G21326
AT3G50330,AT1G36060,-71.8046533542168,AT3G50330,AT1G36060
AT3G50330,AT1G43160,-71.8046533542168,AT3G50330,RAP2.6
AT3G50330,AT1G53340,-71.8046533542168,AT3G50330,AT1G53340
AT3G50330,AT2G21185,-71.8046533542168,AT3G50330,AT2G21185
AT3G50330,AT2G23340,-71.8046533542168,AT3G50330,DEAR3
AT3G50330,AT2G28660,-71.8046533542168,AT3G50330,AT2G28660
AT3G50330,AT2G47270,-71.8046533542168,AT3G50330,AT2G47270
AT3G50330,AT2G47550,-71.8046533542168,AT3G50330,AT2G47550
AT3G50330,AT3G03660,-71.8046533542168,AT3G50330,WOX11
AT3G50330,AT3G15450,-71.8046533542168,AT3G50330,AT3G15450
AT3G50330,AT3G45280,-71.8046533542168,AT3G50330,AT3G45280
AT3G50330,AT3G51350,-71.8046533542168,AT3G50330,AT3G51350
AT3G50330,AT3G60290,-71.8046533542168,AT3G50330,AT3G60290
AT3G50330,AT4G08770,-71.8046533542168,AT3G50330,Prx37
AT3G50330,AT4G19680,-71.8046533542168,AT3G50330,IRT2
AT3G50330,AT4G22640,-71.8046533542168,AT3G50330,AT4G22640
AT3G50330,AT5G01210,-71.8046533542168,AT3G50330,AT5G01210
AT3G50330,AT5G02760,-71.8046533542168,AT3G50330,AT5G02760
AT3G50330,AT5G03890,-71.8046533542168,AT3G50330,AT5G03890
AT3G50330,AT5G28919,-71.8046533542168,AT3G50330,AT5G28919
AT3G50330,AT5G44578,-71.8046533542168,AT3G50330,AT5G44578
AT3G50330,AT5G49690,-71.8046533542168,AT3G50330,AT5G49690
AT3G15210,AT5G48430,-71.8713447287154,AT3G15210,AT5G48430
AT3G50330,AT1G62190,-71.9145726167686,AT3G50330,AT1G62190
AT5G60850,AT1G62190,-71.9145726167686,AT5G60850,AT1G62190
AT1G25560,AT5G06150,-72.1808143579815,TEM1,CYC1BAT
AT3G50330,AT5G06150,-72.1808143579815,AT3G50330,CYC1BAT
AT3G10040,AT1G04360,-74.579394929802,AT3G10040,AT1G04360
AT2G46970,AT2G01610,-77.253543579213,AT2G46970,AT2G01610
AT3G15210,AT3G06890,-77.253543579213,AT3G15210,AT3G06890
AT3G15210,AT3G16250,-77.253543579213,AT3G15210,AT3G16250
AT3G10040,AT3G16330,-77.253543579213,AT3G10040,AT3G16330
AT2G46970,AT3G20395,-77.253543579213,AT2G46970,AT3G20395
AT2G46970,AT3G51400,-77.253543579213,AT2G46970,AT3G51400
AT2G28550,AT4G06536,-77.253543579213,RAP2.7,AT4G06536
AT3G15210,AT5G14940,-77.253543579213,AT3G15210,AT5G14940
AT3G15210,AT5G53830,-77.253543579213,AT3G15210,AT5G53830
AT3G10040,AT2G40330,-81.3261481547793,AT3G10040,AT2G40330
AT2G28550,AT1G12330,-81.7558193420186,RAP2.7,AT1G12330
AT2G28550,AT4G25420,-81.7558193420186,RAP2.7,AT4G25420
AT2G28550,AT5G41900,-81.7558193420186,RAP2.7,AT5G41900
AT3G10040,AT5G15190,-83.1044150822684,AT3G10040,AT5G15190
AT3G50330,AT5G15190,-83.1044150822684,AT3G50330,AT5G15190
AT1G68840,AT5G53980,-83.2867366390608,AT1G68840,AT5G53980
AT2G28550,AT5G53980,-83.2867366390608,RAP2.7,AT5G53980
AT3G10040,AT5G12110,-84.0976668552751,AT3G10040,AT5G12110
AT1G42990,AT5G12110,-84.0976668552751,AT1G42990,AT5G12110
AT2G28550,AT3G44260,-84.3045307899911,RAP2.7,AT3G44260
AT2G28550,AT3G49970,-84.3045307899911,RAP2.7,AT3G49970
AT3G10040,AT3G44330,-84.3571780507598,AT3G10040,AT3G44330
AT3G50330,AT3G44330,-84.3571780507598,AT3G50330,AT3G44330
AT3G10040,AT5G43170,-84.8271816800003,AT3G10040,ZF3
AT2G28550,AT5G43170,-84.8271816800003,RAP2.7,ZF3
AT3G10040,AT1G33260,-86.3312590767801,AT3G10040,AT1G33260
AT5G60850,AT1G33260,-86.3312590767801,AT5G60850,AT1G33260
AT1G25560,AT1G30380,-86.3720810712906,TEM1,AT1G30380
AT3G50330,AT1G30380,-86.3720810712906,AT3G50330,AT1G30380
AT3G10040,AT2G42220,-86.6879340207105,AT3G10040,AT2G42220
AT1G25560,AT2G42220,-86.6879340207105,TEM1,AT2G42220
AT3G10040,AT4G21210,-86.6879340207105,AT3G10040,AT4G21210
AT1G25560,AT4G21210,-86.6879340207105,TEM1,AT4G21210
AT3G10040,AT1G63580,-86.8908748647074,AT3G10040,AT1G63580
AT3G15210,AT1G63580,-86.8908748647074,AT3G15210,AT1G63580
AT3G10040,AT5G59055,-87.8353364735488,AT3G10040,AT5G59055
AT1G68840,AT5G59055,-87.8353364735488,AT1G68840,AT5G59055
AT3G10040,AT4G09260,-88.4515226129664,AT3G10040,AT4G09260
AT1G25560,AT4G09260,-88.4515226129664,TEM1,AT4G09260
AT1G25560,AT5G03700,-91.3669740552572,TEM1,AT5G03700
AT2G46970,AT5G03700,-91.3669740552572,AT2G46970,AT5G03700
AT3G10040,AT3G52765,-91.4241324690928,AT3G10040,AT3G52765
AT4G16750,AT3G52765,-91.4241324690928,AT4G16750,AT3G52765
AT2G28550,AT3G13400,-91.8606881642638,RAP2.7,AT3G13400
AT5G60850,AT3G13400,-91.8606881642638,AT5G60850,AT3G13400
AT3G10040,AT1G72800,-92.0891087726856,AT3G10040,AT1G72800
AT3G50330,AT1G72800,-92.0891087726856,AT3G50330,AT1G72800
AT3G10040,AT3G25640,-92.0891087726856,AT3G10040,AT3G25640
AT3G50330,AT3G25640,-92.0891087726856,AT3G50330,AT3G25640
AT3G10040,AT5G03545,-92.0891087726856,AT3G10040,AT5G03545
AT3G50330,AT5G03545,-92.0891087726856,AT3G50330,AT5G03545
AT3G10040,AT2G15830,-92.4624855662421,AT3G10040,AT2G15830
AT5G60850,AT2G15830,-92.4624855662421,AT5G60850,AT2G15830
AT3G10040,AT5G53250,-92.4624855662421,AT3G10040,AGP22
AT5G60850,AT5G53250,-92.4624855662421,AT5G60850,AGP22
AT1G68840,AT2G28420,-92.6768954375827,AT1G68840,AT2G28420
AT3G50330,AT2G28420,-92.6768954375827,AT3G50330,AT2G28420
AT1G68840,AT5G07450,-92.6768954375828,AT1G68840,CYCP4;3
AT3G50330,AT5G07450,-92.6768954375828,AT3G50330,CYCP4;3
AT4G16750,AT5G13830,-94.0320068712712,AT4G16750,AT5G13830
AT5G60850,AT5G13830,-94.0320068712712,AT5G60850,AT5G13830
AT2G46970,AT5G62865,-94.3448923566147,AT2G46970,AT5G62865
AT3G10040,AT5G18200,-94.5870875040359,AT3G10040,AT5G18200
AT1G42990,AT5G18200,-94.5870875040359,AT1G42990,AT5G18200
AT2G28550,AT1G65970,-94.6228055866337,RAP2.7,AT1G65970
AT5G60850,AT1G65970,-94.6228055866337,AT5G60850,AT1G65970
AT3G10040,AT4G01870,-94.8221596262152,AT3G10040,AT4G01870
AT2G28550,AT4G01870,-94.8221596262152,RAP2.7,AT4G01870
AT3G10040,AT3G52540,-94.8221596262152,AT3G10040,AT3G52540
AT2G28550,AT3G52540,-94.8221596262152,RAP2.7,AT3G52540
AT1G68840,AT3G25870,-96.418525457079,AT1G68840,AT3G25870
AT3G50330,AT3G25870,-96.418525457079,AT3G50330,AT3G25870
AT3G10040,AT1G53708,-96.4995573195267,AT3G10040,AT1G53708
AT1G68840,AT5G67160,-96.5238859727367,AT1G68840,AT5G67160
AT2G28550,AT5G67160,-96.5238859727367,RAP2.7,AT5G67160
AT5G23280,AT1G06930,-96.6008470138795,AT5G23280,AT1G06930
AT1G68840,AT1G06930,-96.6008470138795,AT1G68840,AT1G06930
AT2G28550,AT3G15760,-99.0238390383871,RAP2.7,AT3G15760
AT5G13910,AT3G15760,-99.0238390383871,AT5G13910,AT3G15760
AT3G50330,AT5G06710,-100.246307230022,AT3G50330,AT5G06710
AT5G60850,AT5G06710,-100.246307230022,AT5G60850,AT5G06710
AT3G50330,AT2G16660,-100.440463244463,AT3G50330,AT2G16660
AT5G60850,AT2G16660,-100.440463244463,AT5G60850,AT2G16660
AT2G28550,AT3G60390,-101.61732932867,RAP2.7,AT3G60390
AT2G28550,AT5G61410,-101.916863957514,RAP2.7,AT5G61410
AT4G16750,AT5G61410,-101.916863957514,AT4G16750,AT5G61410
AT2G28550,AT3G04630,-102.076861658047,RAP2.7,AT3G04630
AT2G28550,AT4G12410,-102.68192371966,RAP2.7,AT4G12410
AT4G16750,AT4G12410,-102.68192371966,AT4G16750,AT4G12410
AT2G28550,AT5G67020,-102.68192371966,RAP2.7,AT5G67020
AT4G16750,AT5G67020,-102.68192371966,AT4G16750,AT5G67020
AT2G28550,AT4G27730,-103.35240726586,RAP2.7,AT4G27730
AT3G15210,AT1G74730,-104.04194287684,AT3G15210,AT1G74730
AT3G50330,AT1G74730,-104.04194287684,AT3G50330,AT1G74730
AT3G50330,AT4G28110,-104.635963994801,AT3G50330,AT4G28110
AT5G60850,AT4G28110,-104.635963994801,AT5G60850,AT4G28110
AT2G46970,AT1G67100,-105.438449808352,AT2G46970,AT1G67100
AT2G28550,AT1G73000,-106.559059466083,RAP2.7,AT1G73000
AT5G13910,AT1G73000,-106.559059466083,AT5G13910,AT1G73000
AT3G15210,AT1G20823,-106.978894849306,AT3G15210,AT1G20823
AT3G15210,AT2G32190,-106.978894849306,AT3G15210,AT2G32190
AT2G46970,AT4G02715,-106.978894849306,AT2G46970,AT4G02715
AT2G46970,AT4G15690,-106.978894849306,AT2G46970,AT4G15690
AT5G60850,AT5G45730,-106.978894849306,AT5G60850,AT5G45730
AT3G10040,AT1G09950,-109.212487070804,AT3G10040,AT1G09950
AT5G23280,AT1G76090,-109.357110006729,AT5G23280,SMT3
AT1G68840,AT1G76090,-109.357110006729,AT1G68840,SMT3
AT5G23280,AT4G01140,-111.659695099712,AT5G23280,AT4G01140
AT1G68840,AT4G01140,-111.659695099712,AT1G68840,AT4G01140
AT1G25560,AT1G04180,-112.153950489828,TEM1,AT1G04180
AT3G15210,AT1G67360,-112.220641864327,AT3G15210,AT1G67360
AT2G46970,AT1G11185,-112.220641864327,AT2G46970,AT1G11185
AT5G23280,AT5G22460,-114.144601749494,AT5G23280,AT5G22460
AT1G25560,AT5G22460,-114.144601749494,TEM1,AT5G22460
AT5G23280,AT3G19250,-114.28967353214,AT5G23280,AT3G19250
AT3G50330,AT3G19250,-114.28967353214,AT3G50330,AT3G19250
AT1G25560,AT3G59980,-115.466357589466,TEM1,AT3G59980
AT2G28550,AT3G59980,-115.466357589466,RAP2.7,AT3G59980
AT3G15210,AT1G48100,-115.508534948959,AT3G15210,AT1G48100
AT2G28550,AT1G48100,-115.508534948959,RAP2.7,AT1G48100
AT1G42990,AT5G01881,-115.918105062117,AT1G42990,AT5G01881
AT2G46970,AT2G17880,-116.471990175338,AT2G46970,AT2G17880
AT2G46970,AT4G30420,-116.471990175338,AT2G46970,AT4G30420
AT2G46970,AT5G44260,-116.471990175338,AT2G46970,AT5G44260
AT3G10040,AT2G23120,-116.619037099414,AT3G10040,AT2G23120
AT3G50330,AT2G23120,-116.619037099414,AT3G50330,AT2G23120
AT5G60850,AT1G50110,-117.193536830412,AT5G60850,AT1G50110
AT5G23280,AT5G16380,-118.993880043334,AT5G23280,AT5G16380
AT3G50330,AT4G14819,-119.109510225629,AT3G50330,AT4G14819
AT1G42990,AT3G55090,-119.561636552643,AT1G42990,AT3G55090
AT3G50330,AT3G55090,-119.561636552643,AT3G50330,AT3G55090
AT1G25560,AT1G64460,-119.809092848504,TEM1,AT1G64460
AT3G50330,AT1G64460,-119.809092848504,AT3G50330,AT1G64460
AT5G13910,AT1G64460,-119.809092848504,AT5G13910,AT1G64460
AT3G10040,AT4G37295,-119.866083801238,AT3G10040,AT4G37295
AT4G16750,AT4G37295,-119.866083801238,AT4G16750,AT4G37295
AT1G25560,AT1G09812,-119.914873965396,TEM1,AT1G09812
AT2G28550,AT1G09812,-119.914873965396,RAP2.7,AT1G09812
AT3G10040,AT2G19590,-120.051278294512,AT3G10040,ACO1
AT2G46970,AT5G39610,-120.058590780317,AT2G46970,AT5G39610
AT2G46970,AT3G60550,-120.058590780317,AT2G46970,AT3G60550
AT2G46970,AT5G17780,-120.058590780317,AT2G46970,AT5G17780
AT3G10040,AT4G37660,-120.15376587369,AT3G10040,AT4G37660
AT4G16750,AT4G37660,-120.15376587369,AT4G16750,AT4G37660
AT5G23280,AT5G44860,-120.274813888784,AT5G23280,AT5G44860
AT5G23280,AT3G16570,-120.371138418774,AT5G23280,AT3G16570
AT1G68840,AT3G16570,-120.371138418774,AT1G68840,AT3G16570
AT3G10040,AT2G22880,-121.349537889451,AT3G10040,AT2G22880
AT5G23280,AT2G22880,-121.349537889451,AT5G23280,AT2G22880
AT1G25560,AT2G22880,-121.349537889451,TEM1,AT2G22880
AT5G23280,AT3G20380,-121.567246358053,AT5G23280,AT3G20380
AT1G42990,AT3G57540,-121.822784692221,AT1G42990,AT3G57540
AT3G50330,AT3G57540,-121.822784692221,AT3G50330,AT3G57540
AT5G23280,AT4G04925,-121.929283036818,AT5G23280,AT4G04925
AT1G68840,AT4G04925,-121.929283036818,AT1G68840,AT4G04925
AT5G23280,AT1G75500,-122.066432149498,AT5G23280,AT1G75500
AT1G42990,AT1G75500,-122.066432149498,AT1G42990,AT1G75500
AT3G10040,AT4G36570,-122.596112909054,AT3G10040,AT4G36570
